Periodo,Estado,Clave SIINAH,Tipo de sitio,Centro de trabajo,Tipo de visitantes,Nacionalidad,NÃºmero de visitas
01/03/1997,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Extranjeros,382
01/03/1997,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada sin costo,Nacional,31599
01/03/1997,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,305
01/03/1997,Ciudad de México,2200200,Museo,Museo de El Carmen,Entrada sin costo,Nacional,9453
01/03/1997,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,9759
01/03/1997,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada sin costo,Nacional,39297
01/03/1997,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,3
01/03/1997,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada sin costo,Nacional,264
01/03/1997,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Nacional,1397
01/04/1997,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,28983
01/04/1997,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Entrada sin costo,Nacional,101157
01/04/1997,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,5136
01/04/1997,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Entrada sin costo,Nacional,119690
01/04/1997,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,563
01/04/1997,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Nacional,17193
01/04/1997,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,134
01/04/1997,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada sin costo,Nacional,11911
01/04/1997,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Extranjeros,72
01/04/1997,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada sin costo,Nacional,20544
01/04/1997,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,146
01/04/1997,Ciudad de México,2200200,Museo,Museo de El Carmen,Entrada sin costo,Nacional,4228
01/04/1997,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,6626
01/04/1997,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada sin costo,Nacional,29455
01/04/1997,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,14
01/04/1997,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada sin costo,Nacional,1455
01/04/1997,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Nacional,407
01/05/1997,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,23110
01/05/1997,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Entrada sin costo,Nacional,50273
01/05/1997,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,4442
01/05/1997,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Entrada sin costo,Nacional,101256
01/05/1997,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,487
01/05/1997,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Nacional,13442
01/05/1997,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,99
01/05/1997,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada sin costo,Nacional,9741
01/05/1997,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Extranjeros,70
01/05/1997,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada sin costo,Nacional,9929
01/05/1997,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,161
01/05/1997,Ciudad de México,2200200,Museo,Museo de El Carmen,Entrada sin costo,Nacional,4719
01/05/1997,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,5890
01/05/1997,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada sin costo,Nacional,18213
01/05/1997,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,35
01/05/1997,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada sin costo,Nacional,2121
01/05/1997,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Nacional,90
01/06/1997,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,26395
01/06/1997,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Entrada sin costo,Nacional,51258
01/06/1997,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,5805
01/06/1997,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Entrada sin costo,Nacional,90019
01/06/1997,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,583
01/06/1997,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Nacional,10929
01/06/1997,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,83
01/06/1997,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada sin costo,Nacional,5185
01/06/1997,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Extranjeros,95
01/06/1997,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada sin costo,Nacional,11191
01/06/1997,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,207
01/06/1997,Ciudad de México,2200200,Museo,Museo de El Carmen,Entrada sin costo,Nacional,4807
01/06/1997,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,7617
01/06/1997,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada sin costo,Nacional,18526
01/06/1997,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Nacional,200
01/07/1997,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,40746
01/07/1997,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Entrada sin costo,Nacional,42410
01/07/1997,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,10513
01/07/1997,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Entrada sin costo,Nacional,129358
01/07/1997,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,560
01/07/1997,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Nacional,18148
01/07/1997,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,109
01/07/1997,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada sin costo,Nacional,3379
01/07/1997,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Extranjeros,108
01/07/1997,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada sin costo,Nacional,4075
01/07/1997,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,479
01/07/1997,Ciudad de México,2200200,Museo,Museo de El Carmen,Entrada sin costo,Nacional,13417
01/07/1997,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,11132
01/07/1997,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada sin costo,Nacional,22740
01/07/1997,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,48
01/07/1997,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada sin costo,Nacional,1893
01/07/1997,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Nacional,390
01/08/1997,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,44403
01/08/1997,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Entrada sin costo,Nacional,52802
01/08/1997,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,13626
01/08/1997,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Entrada sin costo,Nacional,179219
01/08/1997,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,607
01/08/1997,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Nacional,20831
01/08/1997,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,122
01/08/1997,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada sin costo,Nacional,3817
01/08/1997,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Extranjeros,281
01/08/1997,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada sin costo,Nacional,4440
01/08/1997,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,464
01/08/1997,Ciudad de México,2200200,Museo,Museo de El Carmen,Entrada sin costo,Nacional,7846
01/08/1997,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,13039
01/08/1997,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada sin costo,Nacional,23580
01/08/1997,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,33
01/08/1997,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada sin costo,Nacional,274
01/08/1997,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Nacional,497
01/09/1997,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,35664
01/09/1997,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Entrada sin costo,Nacional,139872
01/09/1997,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,4159
01/09/1997,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Entrada sin costo,Nacional,125712
01/09/1997,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,596
01/09/1997,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Nacional,19618
01/09/1997,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,60
01/09/1997,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada sin costo,Nacional,6947
01/09/1997,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Extranjeros,207
01/09/1997,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada sin costo,Nacional,12640
01/09/1997,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,226
01/09/1997,Ciudad de México,2200200,Museo,Museo de El Carmen,Entrada sin costo,Nacional,5122
01/09/1997,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,9278
01/09/1997,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada sin costo,Nacional,23408
01/09/1997,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,16
01/09/1997,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada sin costo,Nacional,2028
01/09/1997,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Nacional,365
01/10/1997,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,49780
01/10/1997,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Entrada sin costo,Nacional,215847
01/10/1997,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,6626
01/10/1997,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Entrada sin costo,Nacional,94943
01/10/1997,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,701
01/10/1997,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Nacional,26538
01/10/1997,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,155
01/10/1997,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada sin costo,Nacional,6847
01/10/1997,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Extranjeros,170
01/10/1997,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada sin costo,Nacional,11825
01/10/1997,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,244
01/10/1997,Ciudad de México,2200200,Museo,Museo de El Carmen,Entrada sin costo,Nacional,8467
01/10/1997,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,9797
01/10/1997,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada sin costo,Nacional,32638
01/10/1997,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,18
01/10/1997,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada sin costo,Nacional,1892
01/10/1997,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Nacional,1170
01/11/1997,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,161155
01/11/1997,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Entrada sin costo,Nacional,84471
01/11/1997,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,6257
01/11/1997,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Entrada sin costo,Nacional,80685
01/11/1997,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,688
01/11/1997,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Nacional,28488
01/11/1997,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,78
01/11/1997,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada sin costo,Nacional,9569
01/11/1997,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Extranjeros,253
01/11/1997,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada sin costo,Nacional,17261
01/11/1997,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,293
01/11/1997,Ciudad de México,2200200,Museo,Museo de El Carmen,Entrada sin costo,Nacional,13891
01/11/1997,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,11296
01/11/1997,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada sin costo,Nacional,33466
01/11/1997,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,25
01/11/1997,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada sin costo,Nacional,3129
01/11/1997,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Nacional,2978
01/12/1997,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,45267
01/12/1997,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Entrada sin costo,Nacional,97663
01/12/1997,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,6426
01/12/1997,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Entrada sin costo,Nacional,114409
01/12/1997,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,579
01/12/1997,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Nacional,19382
01/12/1997,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,88
01/12/1997,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada sin costo,Nacional,5383
01/12/1997,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Extranjeros,103
01/12/1997,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada sin costo,Nacional,13431
01/12/1997,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,305
01/12/1997,Ciudad de México,2200200,Museo,Museo de El Carmen,Entrada sin costo,Nacional,5119
01/12/1997,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,7493
01/12/1997,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada sin costo,Nacional,22847
01/12/1997,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,17
01/12/1997,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada sin costo,Nacional,831
01/12/1997,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Nacional,217
01/01/1998,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,66840
01/01/1998,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Entrada sin costo,Nacional,123385
01/01/1998,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,6903
01/01/1998,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Entrada sin costo,Nacional,50791
01/01/1998,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,530
01/01/1998,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Entrada sin costo,Nacional,19429
01/01/1998,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Boleto pagado,Extranjeros,132
01/01/1998,Ciudad de México,2100400,Museo,Museo Nacional de las Intervenciones,Entrada sin costo,Nacional,10735
01/01/1998,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Boleto pagado,Extranjeros,249
01/01/1998,Ciudad de México,2200100,Museo,GalerÃ­a de Historia,Entrada sin costo,Nacional,15263
01/01/1998,Ciudad de México,2200200,Museo,Museo de El Carmen,Boleto pagado,Extranjeros,282
01/01/1998,Ciudad de México,2200200,Museo,Museo de El Carmen,Entrada sin costo,Nacional,5442
01/01/1998,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Boleto pagado,Extranjeros,10112
01/01/1998,Ciudad de México,2500500,Museo,Museo del Templo Mayor,Entrada sin costo,Nacional,23727
01/01/1998,Ciudad de México,2600100,Museo,Museo Casa Carranza,Boleto pagado,Extranjeros,36
01/01/1998,Ciudad de México,2600100,Museo,Museo Casa Carranza,Entrada sin costo,Nacional,2409
01/01/1998,Ciudad de México,2700100,Museo,"Centro Comunitario CulhuacÃ¡n, Ex Convento de San Juan Evangelista",Entrada sin costo,Nacional,87
01/02/1998,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Boleto pagado,Extranjeros,75911
01/02/1998,Ciudad de México,2100100,Museo,Museo Nacional de AntropologÃ­a,Entrada sin costo,Nacional,131641
01/02/1998,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Boleto pagado,Extranjeros,8042
01/02/1998,Ciudad de México,2100200,Museo,Museo Nacional de Historia,Entrada sin costo,Nacional,53963
01/02/1998,Ciudad de México,2100300,Museo,Museo Nacional de las Culturas del Mundo,Boleto pagado,Extranjeros,551
